student_id,column,values
2ZJ25V,index,"[np.int64(2739), np.int64(11617)]"
2ZJ25V,bag_color,"['white', 'red']"
GGR48A,index,"[np.int64(2749), np.int64(15658)]"
GGR48A,bag_color,"['blue', 'yellow']"
D4SVVS,index,"[np.int64(2754), np.int64(4407)]"
D4SVVS,bag_color,"['blue', 'red']"
F4H1C7,index,"[np.int64(2757), np.int64(5239)]"
F4H1C7,bag_color,"['yellow', 'green']"
11V0BQ,index,"[np.int64(2763), np.int64(12347)]"
11V0BQ,bag_color,"['white', 'black']"
X3ENDN,index,"[np.int64(2770), np.int64(11923)]"
X3ENDN,bag_color,"['yellow', 'blue']"
BM4XBA,index,"[np.int64(2788), np.int64(14820)]"
BM4XBA,bag_color,"['yellow', 'black']"
A4KQ85,index,"[np.int64(2800), np.int64(4919)]"
7TIIOB,index,"[np.int64(2809), np.int64(15023)]"
7TIIOB,bag_color,"['yellow', 'black']"
BXYUV1,index,"[np.int64(2831), np.int64(15581)]"
BXYUV1,bag_color,"['green', 'white']"
6J7XKL,index,"[np.int64(2848), np.int64(4175)]"
6J7XKL,bag_color,"['red', 'white']"
L5GXO6,index,"[np.int64(2859), np.int64(15447)]"
L5GXO6,bag_color,"['red', 'black']"
6WNBSG,index,"[np.int64(2862), np.int64(14215)]"
6WNBSG,bag_color,"['green', 'yellow']"
MCO9BB,index,"[np.int64(2878), np.int64(15875)]"
JS4ET6,index,"[np.int64(2884), np.int64(15449)]"
JS4ET6,bag_color,"['green', 'white']"
IRY10R,index,"[np.int64(2894), np.int64(12537)]"
5QFZKZ,index,"[np.int64(2900), np.int64(11279)]"
5QFZKZ,bag_color,"['green', 'blue']"
RA1L26,index,"[np.int64(2911), np.int64(13812)]"
RA1L26,bag_color,"['white', 'yellow']"
7CWRIV,index,"[np.int64(2939), np.int64(7349)]"
7CWRIV,bag_color,"['yellow', 'white']"
SRY4CW,index,"[np.int64(2989), np.int64(4294)]"
SRY4CW,bag_color,"['red', 'blue']"
I81ZC3,index,"[np.int64(3020), np.int64(11917)]"
I81ZC3,bag_color,"['black', 'red']"
ZC20KN,index,"[np.int64(3033), np.int64(6374)]"
ZC20KN,bag_color,"['black', 'red']"
Y7JOHW,index,"[np.int64(3047), np.int64(8422)]"
HPDKNC,index,"[np.int64(3051), np.int64(11284)]"
HPDKNC,bag_color,"['green', 'black']"
3457H0,index,"[np.int64(3059), np.int64(15494)]"
3457H0,bag_color,"['green', 'blue']"
TP28JA,index,"[np.int64(3068), np.int64(10286)]"
TP28JA,bag_color,"['green', 'yellow']"
780QOV,index,"[np.int64(3074), np.int64(11621)]"
780QOV,bag_color,"['black', 'white']"
E7EIT0,index,"[np.int64(3088), np.int64(10400)]"
E7EIT0,bag_color,"['green', 'blue']"
NN62UX,index,"[np.int64(3089), np.int64(9107)]"
NN62UX,bag_color,"['black', 'white']"
TYFL6J,index,"[np.int64(3099), np.int64(11737)]"
TYFL6J,bag_color,"['black', 'red']"
4Z3ZZ7,index,"[np.int64(3116), np.int64(11062)]"
4Z3ZZ7,bag_color,"['white', 'yellow']"
E06QGZ,index,"[np.int64(3156), np.int64(4475)]"
E06QGZ,bag_color,"['yellow', 'blue']"
GQQFT1,index,"[np.int64(3168), np.int64(10320)]"
GQQFT1,bag_color,"['red', 'blue']"
ZUGVXE,index,"[np.int64(3187), np.int64(7511)]"
ZUGVXE,bag_color,"['blue', 'red']"
NCGXNS,index,"[np.int64(3195), np.int64(6685)]"
NCGXNS,bag_color,"['blue', 'red']"
OI2NOV,index,"[np.int64(3210), np.int64(4779)]"
OI2NOV,bag_color,"['red', 'yellow']"
TPEU1I,index,"[np.int64(3216), np.int64(8716)]"
TPEU1I,bag_color,"['black', 'green']"
CYNA5N,index,"[np.int64(3220), np.int64(3673)]"
CYNA5N,bag_color,"['blue', 'green']"
V6VAFL,index,"[np.int64(3242), np.int64(11402)]"
V6VAFL,bag_color,"['red', 'green']"
P0QO1Z,index,"[np.int64(3246), np.int64(11211)]"
P8X388,index,"[np.int64(3267), np.int64(3340)]"
2YJGYZ,index,"[np.int64(3271), np.int64(8927)]"
GPIYTY,index,"[np.int64(3273), np.int64(9121)]"
GPIYTY,bag_color,"['white', 'yellow']"
0R3MO8,index,"[np.int64(3274), np.int64(4509)]"
0R3MO8,bag_color,"['black', 'green']"
XQOEYS,index,"[np.int64(3277), np.int64(13302)]"
XQOEYS,bag_color,"['yellow', 'black']"
GX8QY3,index,"[np.int64(3295), np.int64(15345)]"
OHRYDB,index,"[np.int64(3301), np.int64(15570)]"
OHRYDB,bag_color,"['yellow', 'blue']"
ZGGAY0,index,"[np.int64(3306), np.int64(7533)]"
ZGGAY0,bag_color,"['yellow', 'black']"
4Q2RCY,index,"[np.int64(3317), np.int64(12071)]"
4Q2RCY,bag_color,"['blue', 'red']"
JGWFQ8,index,"[np.int64(3350), np.int64(5431)]"
39MNA3,index,"[np.int64(3355), np.int64(7348)]"
USGINP,index,"[np.int64(3357), np.int64(6119)]"
USGINP,bag_color,"['green', 'white']"
Q2XPVT,index,"[np.int64(3364), np.int64(9386)]"
Q2XPVT,bag_color,"['green', 'white']"
XYF1H6,index,"[np.int64(3366), np.int64(11688)]"
XYF1H6,bag_color,"['white', 'blue']"
ST2586,index,"[np.int64(3367), np.int64(13518)]"
ST2586,bag_color,"['green', 'white']"
RS097Z,index,"[np.int64(3369), np.int64(15697)]"
RS097Z,bag_color,"['yellow', 'green']"
FEAWP4,index,"[np.int64(3385), np.int64(5391)]"
17ZHO1,index,"[np.int64(3392), np.int64(7105)]"
17ZHO1,bag_color,"['blue', 'black']"
4MD49W,index,"[np.int64(3400), np.int64(12333)]"
4MD49W,bag_color,"['red', 'black']"
IMH10S,index,"[np.int64(3407), np.int64(14194)]"
IMH10S,bag_color,"['black', 'red']"
11SROE,index,"[np.int64(3432), np.int64(12367)]"
11SROE,bag_color,"['yellow', 'red']"
CPZPV6,index,"[np.int64(3437), np.int64(6033)]"
CPZPV6,bag_color,"['white', 'yellow']"
GYH9Y9,index,"[np.int64(3480), np.int64(4554)]"
GYH9Y9,bag_color,"['red', 'green']"
PZF2HL,index,"[np.int64(3489), np.int64(8790)]"
AS5GFK,index,"[np.int64(3501), np.int64(11661)]"
D3NP5G,index,"[np.int64(3515), np.int64(6367)]"
RZMBTY,index,"[np.int64(3519), np.int64(11596)]"
RZMBTY,bag_color,"['yellow', 'white']"
AAHW5U,index,"[np.int64(3520), np.int64(14781)]"
NS798C,index,"[np.int64(3524), np.int64(12881)]"
NS798C,bag_color,"['blue', 'white']"
5XBR59,index,"[np.int64(3536), np.int64(5348)]"
5XBR59,bag_color,"['blue', 'black']"
HTZ0RX,index,"[np.int64(3537), np.int64(5752)]"
HTZ0RX,bag_color,"['white', 'yellow']"
4KK35L,index,"[np.int64(3541), np.int64(5669)]"
4KK35L,bag_color,"['black', 'red']"
3P2BQU,index,"[np.int64(3547), np.int64(7973)]"
T12C54,index,"[np.int64(3555), np.int64(15478)]"
9VMVYU,index,"[np.int64(3561), np.int64(4553)]"
PK60TK,index,"[np.int64(3597), np.int64(9298)]"
PK60TK,bag_color,"['black', 'yellow']"
ASCV5P,index,"[np.int64(3598), np.int64(13370)]"
ASCV5P,bag_color,"['black', 'yellow']"
4S4Q0J,index,"[np.int64(3603), np.int64(7240)]"
4S4Q0J,bag_color,"['green', 'black']"
FAG6CO,index,"[np.int64(3607), np.int64(10722)]"
FAG6CO,bag_color,"['white', 'black']"
WJG7DZ,index,"[np.int64(3631), np.int64(6509)]"
WJG7DZ,bag_color,"['yellow', 'black']"
D88SIC,index,"[np.int64(3635), np.int64(13192)]"
WYFI5Y,index,"[np.int64(3645), np.int64(11470)]"
WYFI5Y,bag_color,"['blue', 'yellow']"
0VM09D,index,"[np.int64(3651), np.int64(11766)]"
Z7FKHD,index,"[np.int64(3672), np.int64(11683)]"
BH0ZAY,index,"[np.int64(3676), np.int64(4961)]"
BH0ZAY,bag_color,"['green', 'white']"
VKMGFE,index,"[np.int64(3678), np.int64(7735)]"
VKMGFE,bag_color,"['red', 'yellow']"
EO8F9A,index,"[np.int64(3680), np.int64(3980)]"
EO8F9A,bag_color,"['black', 'white']"
QK1PR5,index,"[np.int64(3704), np.int64(7579)]"
QK1PR5,bag_color,"['green', 'red']"
UUQDEZ,index,"[np.int64(3716), np.int64(10662)]"
UUQDEZ,bag_color,"['black', 'yellow']"
U3R7VW,index,"[np.int64(3717), np.int64(14996)]"
U3R7VW,bag_color,"['black', 'red']"
AX1U3L,index,"[np.int64(3755), np.int64(15783)]"
AX1U3L,bag_color,"['green', 'red']"
SC241Y,index,"[np.int64(3760), np.int64(10391)]"
SC241Y,bag_color,"['red', 'white']"
LMWVQC,index,"[np.int64(3774), np.int64(9712)]"
T0FJJB,index,"[np.int64(3794), np.int64(11592)]"
T0FJJB,bag_color,"['green', 'blue']"
BE65U4,index,"[np.int64(3797), np.int64(9891)]"
BE65U4,bag_color,"['white', 'green']"
SZ3TKT,index,"[np.int64(3801), np.int64(10931)]"
6879G2,index,"[np.int64(3830), np.int64(4670)]"
EKKTYF,index,"[np.int64(3836), np.int64(4661)]"
1G5005,index,"[np.int64(3849), np.int64(5155)]"
1G5005,bag_color,"['green', 'red']"
RC4ES3,index,"[np.int64(3862), np.int64(11919)]"
RC4ES3,bag_color,"['black', 'blue']"
7IHMP9,index,"[np.int64(3876), np.int64(8130)]"
7IHMP9,bag_color,"['yellow', 'red']"
QED1V3,index,"[np.int64(3893), np.int64(7792)]"
QED1V3,bag_color,"['black', 'blue']"
4FMMO6,index,"[np.int64(3903), np.int64(11673)]"
4FMMO6,bag_color,"['blue', 'green']"
KD8W5K,index,"[np.int64(3969), np.int64(14001)]"
KD8W5K,bag_color,"['yellow', 'white']"
NDCRQS,index,"[np.int64(3992), np.int64(7446)]"
NDCRQS,bag_color,"['white', 'blue']"
W4N9H7,index,"[np.int64(3994), np.int64(10992)]"
HMVY39,index,"[np.int64(4020), np.int64(14492)]"
HMVY39,bag_color,"['blue', 'yellow']"
S3QBP1,index,"[np.int64(4037), np.int64(6394)]"
S3QBP1,bag_color,"['red', 'black']"
4P9MTE,index,"[np.int64(4063), np.int64(4125)]"
STRDMJ,index,"[np.int64(4077), np.int64(6432)]"
STRDMJ,bag_color,"['red', 'black']"
SSQO7P,index,"[np.int64(4122), np.int64(9275)]"
NSG6G7,index,"[np.int64(4166), np.int64(11048)]"
NSG6G7,bag_color,"['black', 'white']"
H5Y11Z,index,"[np.int64(4168), np.int64(8357)]"
H5Y11Z,bag_color,"['blue', 'red']"
1IG7DE,index,"[np.int64(4174), np.int64(13718)]"
1IG7DE,bag_color,"['yellow', 'green']"
OZODLN,index,"[np.int64(4180), np.int64(8590)]"
OZODLN,bag_color,"['yellow', 'black']"
UBO5AE,index,"[np.int64(4192), np.int64(6868)]"
UBO5AE,bag_color,"['yellow', 'white']"
P8XOO3,index,"[np.int64(4210), np.int64(5152)]"
P8XOO3,bag_color,"['blue', 'white']"
IMAS2T,index,"[np.int64(4215), np.int64(11347)]"
IMAS2T,bag_color,"['green', 'red']"
RD111V,index,"[np.int64(4224), np.int64(4948)]"
RD111V,bag_color,"['white', 'blue']"
F38WWU,index,"[np.int64(4244), np.int64(5228)]"
F38WWU,bag_color,"['yellow', 'green']"
JMOYOY,index,"[np.int64(4267), np.int64(7939)]"
JMOYOY,bag_color,"['red', 'blue']"
6N9GRC,index,"[np.int64(4279), np.int64(5549)]"
6N9GRC,bag_color,"['blue', 'green']"
QBNJKU,index,"[np.int64(4288), np.int64(8204)]"
QBNJKU,bag_color,"['blue', 'black']"
Y7Y3SE,index,"[np.int64(4295), np.int64(6895)]"
02RSAH,index,"[np.int64(4303), np.int64(9172)]"
02RSAH,bag_color,"['yellow', 'green']"
UEC5NE,index,"[np.int64(4332), np.int64(6135)]"
UEC5NE,bag_color,"['blue', 'red']"
H2S2Q5,index,"[np.int64(4361), np.int64(9607)]"
H2S2Q5,bag_color,"['red', 'green']"
V7P2ZB,index,"[np.int64(4365), np.int64(6836)]"
V7P2ZB,bag_color,"['red', 'white']"
N37WRP,index,"[np.int64(4379), np.int64(8626)]"
N37WRP,bag_color,"['blue', 'yellow']"
WSU99W,index,"[np.int64(4383), np.int64(14354)]"
WSU99W,bag_color,"['red', 'yellow']"
VQNAZV,index,"[np.int64(4400), np.int64(12890)]"
VQNAZV,bag_color,"['yellow', 'red']"
WALHKF,index,"[np.int64(4402), np.int64(8761)]"
WALHKF,bag_color,"['yellow', 'white']"
5GBTDO,index,"[np.int64(4412), np.int64(7303)]"
5GBTDO,bag_color,"['white', 'blue']"
YM1J56,index,"[np.int64(4415), np.int64(5996)]"
YM1J56,bag_color,"['white', 'green']"
ZZICEC,index,"[np.int64(4429), np.int64(9953)]"
ZZICEC,bag_color,"['green', 'blue']"
DLJLNL,index,"[np.int64(4440), np.int64(7259)]"
DLJLNL,bag_color,"['red', 'blue']"
DHGCMD,index,"[np.int64(4449), np.int64(11936)]"
9GIGZA,index,"[np.int64(4463), np.int64(4918)]"
9GIGZA,bag_color,"['blue', 'black']"
WAHKX7,index,"[np.int64(4493), np.int64(5994)]"
WAHKX7,bag_color,"['green', 'blue']"
ZR1W4F,index,"[np.int64(4495), np.int64(4645)]"
ZR1W4F,bag_color,"['white', 'black']"
DBC41Q,index,"[np.int64(4521), np.int64(4631)]"
DBC41Q,bag_color,"['red', 'blue']"
DPBXHA,index,"[np.int64(4571), np.int64(10608)]"
DPBXHA,bag_color,"['blue', 'green']"
ZMJQH3,index,"[np.int64(4573), np.int64(6436)]"
ZMJQH3,bag_color,"['red', 'yellow']"
W5ASQP,index,"[np.int64(4604), np.int64(11445)]"
W5ASQP,bag_color,"['yellow', 'white']"
YCHGD1,index,"[np.int64(4650), np.int64(8606)]"
YCHGD1,bag_color,"['white', 'red']"
8L13ZJ,index,"[np.int64(4651), np.int64(6223)]"
8L13ZJ,bag_color,"['green', 'yellow']"
ZQE17J,index,"[np.int64(4655), np.int64(6822)]"
ZQE17J,bag_color,"['green', 'black']"
AXRXIZ,index,"[np.int64(4673), np.int64(8896)]"
OTM3EL,index,"[np.int64(4686), np.int64(7187)]"
OTM3EL,bag_color,"['red', 'white']"
ILM8KQ,index,"[np.int64(4689), np.int64(7253)]"
ILM8KQ,bag_color,"['green', 'yellow']"
9ODFA2,index,"[np.int64(4701), np.int64(14699)]"
XDTN0F,index,"[np.int64(4713), np.int64(15194)]"
XDTN0F,bag_color,"['white', 'green']"
Z8JTEX,index,"[np.int64(4717), np.int64(10426)]"
Z8JTEX,bag_color,"['blue', 'black']"
784VJP,index,"[np.int64(4733), np.int64(9616)]"
784VJP,bag_color,"['red', 'blue']"
A454QP,index,"[np.int64(4741), np.int64(8678)]"
A454QP,bag_color,"['green', 'blue']"
4DR8FO,index,"[np.int64(4759), np.int64(7528)]"
4DR8FO,bag_color,"['blue', 'green']"
X859JQ,index,"[np.int64(4765), np.int64(9594)]"
X859JQ,bag_color,"['green', 'white']"
8JRAEU,index,"[np.int64(4778), np.int64(7622)]"
YBKLP8,index,"[np.int64(4782), np.int64(13343)]"
O0RSCE,index,"[np.int64(4784), np.int64(14649)]"
O0RSCE,bag_color,"['red', 'green']"
W11UO8,index,"[np.int64(4792), np.int64(13899)]"
6K37P0,index,"[np.int64(4801), np.int64(10982)]"
6K37P0,bag_color,"['red', 'black']"
UCYK4W,index,"[np.int64(4802), np.int64(14620)]"
UCYK4W,bag_color,"['yellow', 'red']"
39NTPC,index,"[np.int64(4821), np.int64(13057)]"
NQCQB4,index,"[np.int64(4822), np.int64(5902)]"
NQCQB4,bag_color,"['green', 'blue']"
0W4VMS,index,"[np.int64(4825), np.int64(5415)]"
X7GGWH,index,"[np.int64(4829), np.int64(10700)]"
X7GGWH,bag_color,"['black', 'white']"
2CJF15,index,"[np.int64(4852), np.int64(7899)]"
2CJF15,bag_color,"['green', 'red']"
I7D19G,index,"[np.int64(4866), np.int64(13786)]"
I7D19G,bag_color,"['yellow', 'white']"
AZZ61V,index,"[np.int64(4868), np.int64(8616)]"
AZZ61V,bag_color,"['red', 'yellow']"
IMTMYS,index,"[np.int64(4876), np.int64(11851)]"
IMTMYS,bag_color,"['green', 'red']"
9I4IGV,index,"[np.int64(4896), np.int64(12926)]"
34XQIE,index,"[np.int64(4897), np.int64(12762)]"
34XQIE,bag_color,"['red', 'yellow']"
QG8WVF,index,"[np.int64(4959), np.int64(15057)]"
QG8WVF,bag_color,"['yellow', 'green']"
6H1NS2,index,"[np.int64(4973), np.int64(9110)]"
6H1NS2,bag_color,"['black', 'yellow']"
X4EUYC,index,"[np.int64(4983), np.int64(8108)]"
X4EUYC,bag_color,"['blue', 'white']"
M8WZ0P,index,"[np.int64(4985), np.int64(13350)]"
M9CR0E,index,"[np.int64(5017), np.int64(13009)]"
M9CR0E,bag_color,"['red', 'blue']"
SY056E,index,"[np.int64(5023), np.int64(14418)]"
767ZJT,index,"[np.int64(5033), np.int64(14517)]"
767ZJT,bag_color,"['black', 'white']"
2L5I46,index,"[np.int64(5039), np.int64(14398)]"
2L5I46,bag_color,"['black', 'red']"
BKS5M6,index,"[np.int64(5048), np.int64(11467)]"
BKS5M6,bag_color,"['black', 'red']"
PLHCHE,index,"[np.int64(5063), np.int64(12798)]"
TZYTSW,index,"[np.int64(5069), np.int64(9802)]"
TZYTSW,bag_color,"['red', 'white']"
CLVCZT,index,"[np.int64(5080), np.int64(15780)]"
CLVCZT,bag_color,"['yellow', 'green']"
WN2G7G,index,"[np.int64(5098), np.int64(14233)]"
G18N2Q,index,"[np.int64(5138), np.int64(15857)]"
G18N2Q,bag_color,"['green', 'yellow']"
J0FMUC,index,"[np.int64(5144), np.int64(8219)]"
J0FMUC,bag_color,"['yellow', 'white']"
WKLHRK,index,"[np.int64(5166), np.int64(11888)]"
YQX3LS,index,"[np.int64(5208), np.int64(5835)]"
YQX3LS,bag_color,"['green', 'yellow']"
5DUBZJ,index,"[np.int64(5217), np.int64(6120)]"
5DUBZJ,bag_color,"['black', 'yellow']"
KWH4C6,index,"[np.int64(5289), np.int64(13353)]"
KWH4C6,bag_color,"['blue', 'black']"
AFDEG7,index,"[np.int64(5311), np.int64(15722)]"
AFDEG7,bag_color,"['blue', 'white']"
FCR3XP,index,"[np.int64(5319), np.int64(7405)]"
FCR3XP,bag_color,"['blue', 'white']"
2A6KJ5,index,"[np.int64(5341), np.int64(10298)]"
2A6KJ5,bag_color,"['green', 'yellow']"
5VGHQT,index,"[np.int64(5349), np.int64(9405)]"
5VGHQT,bag_color,"['white', 'black']"
C8LUW0,index,"[np.int64(5357), np.int64(10008)]"
C8LUW0,bag_color,"['white', 'blue']"
4NBAT8,index,"[np.int64(5364), np.int64(8131)]"
FLGZW4,index,"[np.int64(5393), np.int64(8890)]"
FLGZW4,bag_color,"['yellow', 'green']"
VT4SMX,index,"[np.int64(5420), np.int64(15393)]"
FBGTE7,index,"[np.int64(5433), np.int64(5443)]"
FBGTE7,bag_color,"['yellow', 'red']"
SBFSKL,index,"[np.int64(5462), np.int64(8568)]"
SBFSKL,bag_color,"['black', 'white']"
TWEUDV,index,"[np.int64(5467), np.int64(6060)]"
TWEUDV,bag_color,"['yellow', 'black']"
2EIWZW,index,"[np.int64(5474), np.int64(7477)]"
2EIWZW,bag_color,"['blue', 'yellow']"
JBHC91,index,"[np.int64(5487), np.int64(7236)]"
SQUCWO,index,"[np.int64(5508), np.int64(9674)]"
SQUCWO,bag_color,"['green', 'white']"
X4ICOO,index,"[np.int64(5509), np.int64(12739)]"
X4ICOO,bag_color,"['yellow', 'blue']"
942H64,index,"[np.int64(5510), np.int64(11428)]"
6KIQ32,index,"[np.int64(5515), np.int64(9530)]"
00811H,index,"[np.int64(5534), np.int64(12290)]"
00811H,bag_color,"['green', 'white']"
CJ2ITO,index,"[np.int64(5546), np.int64(15866)]"
CJ2ITO,bag_color,"['red', 'blue']"
1AMT8N,index,"[np.int64(5550), np.int64(14097)]"
1AMT8N,bag_color,"['red', 'blue']"
WGP46B,index,"[np.int64(5557), np.int64(13699)]"
WGP46B,bag_color,"['black', 'blue']"
7UFIUD,index,"[np.int64(5560), np.int64(7904)]"
7UFIUD,bag_color,"['blue', 'black']"
EU7NM2,index,"[np.int64(5563), np.int64(14352)]"
EU7NM2,bag_color,"['blue', 'green']"
MYCV29,index,"[np.int64(5569), np.int64(14926)]"
MYCV29,bag_color,"['white', 'yellow']"
1CDWIQ,index,"[np.int64(5578), np.int64(9189)]"
1CDWIQ,bag_color,"['white', 'yellow']"
PEN6OT,index,"[np.int64(5592), np.int64(6824)]"
PEN6OT,bag_color,"['blue', 'red']"
BGIP4M,index,"[np.int64(5608), np.int64(13307)]"
BGIP4M,bag_color,"['blue', 'green']"
KF8BR9,index,"[np.int64(5629), np.int64(10039)]"
KF8BR9,bag_color,"['black', 'blue']"
VOA359,index,"[np.int64(5670), np.int64(9090)]"
VOA359,bag_color,"['white', 'red']"
SWIXWE,index,"[np.int64(5680), np.int64(12267)]"
SWIXWE,bag_color,"['black', 'blue']"
U6BSY6,index,"[np.int64(5696), np.int64(11886)]"
U6BSY6,bag_color,"['yellow', 'green']"
5QL038,index,"[np.int64(5699), np.int64(6255)]"
5QL038,bag_color,"['green', 'white']"
UDGKD5,index,"[np.int64(5711), np.int64(13050)]"
UDGKD5,bag_color,"['yellow', 'white']"
QEC4QE,index,"[np.int64(5718), np.int64(12142)]"
QEC4QE,bag_color,"['blue', 'white']"
3HGYX5,index,"[np.int64(5725), np.int64(12554)]"
3HGYX5,bag_color,"['blue', 'green']"
T0ZBM5,index,"[np.int64(5744), np.int64(13477)]"
T0ZBM5,bag_color,"['green', 'red']"
WWTQ82,index,"[np.int64(5769), np.int64(9345)]"
E3HEEK,index,"[np.int64(5772), np.int64(13100)]"
E3HEEK,bag_color,"['blue', 'green']"
XU8X2O,index,"[np.int64(5794), np.int64(9237)]"
XU8X2O,bag_color,"['white', 'red']"
ZGPEM4,index,"[np.int64(5797), np.int64(9112)]"
ZGPEM4,bag_color,"['red', 'blue']"
LRPM9C,index,"[np.int64(5803), np.int64(15761)]"
LRPM9C,bag_color,"['yellow', 'green']"
ICQ5NG,index,"[np.int64(5810), np.int64(9073)]"
ICQ5NG,bag_color,"['blue', 'red']"
7NB3DN,index,"[np.int64(5817), np.int64(8895)]"
TT4XJU,index,"[np.int64(5823), np.int64(8580)]"
TT4XJU,bag_color,"['blue', 'white']"
7M6BSB,index,"[np.int64(5869), np.int64(10947)]"
7M6BSB,bag_color,"['yellow', 'green']"
7UFMLY,index,"[np.int64(5870), np.int64(9547)]"
7UFMLY,bag_color,"['white', 'yellow']"
KDOORW,index,"[np.int64(5885), np.int64(15014)]"
KDOORW,bag_color,"['red', 'black']"
61GAWW,index,"[np.int64(5904), np.int64(15855)]"
61GAWW,bag_color,"['black', 'white']"
467I44,index,"[np.int64(5909), np.int64(11377)]"
467I44,bag_color,"['blue', 'green']"
GMTL3N,index,"[np.int64(5932), np.int64(7440)]"
GMTL3N,bag_color,"['black', 'green']"
L7L0RK,index,"[np.int64(5933), np.int64(12961)]"
L7L0RK,bag_color,"['blue', 'red']"
D0AI2B,index,"[np.int64(5981), np.int64(10315)]"
1ICS4I,index,"[np.int64(5988), np.int64(13626)]"
1ICS4I,bag_color,"['black', 'blue']"
5R392A,index,"[np.int64(6020), np.int64(8083)]"
5R392A,bag_color,"['red', 'blue']"
8LDTFT,index,"[np.int64(6028), np.int64(15817)]"
8LDTFT,bag_color,"['black', 'blue']"
CUGUBX,index,"[np.int64(6031), np.int64(8071)]"
Z8DZAD,index,"[np.int64(6032), np.int64(6269)]"
Z8DZAD,bag_color,"['black', 'blue']"
CUPO3Y,index,"[np.int64(6059), np.int64(13815)]"
CUPO3Y,bag_color,"['black', 'yellow']"
1KGNR8,index,"[np.int64(6062), np.int64(15547)]"
1KGNR8,bag_color,"['yellow', 'blue']"
HM71K1,index,"[np.int64(6076), np.int64(9517)]"
HM71K1,bag_color,"['yellow', 'black']"
9R7BR0,index,"[np.int64(6095), np.int64(12251)]"
F064U2,index,"[np.int64(6113), np.int64(7443)]"
F064U2,bag_color,"['black', 'green']"
X3IBHI,index,"[np.int64(6118), np.int64(9068)]"
X3IBHI,bag_color,"['yellow', 'blue']"
NAL739,index,"[np.int64(6124), np.int64(13152)]"
NAL739,bag_color,"['white', 'red']"
Q9TF2P,index,"[np.int64(6126), np.int64(11502)]"
Q9TF2P,bag_color,"['white', 'yellow']"
56L4FT,index,"[np.int64(6127), np.int64(12794)]"
56L4FT,bag_color,"['black', 'red']"
GD80JW,index,"[np.int64(6145), np.int64(14877)]"
S2EJY7,index,"[np.int64(6146), np.int64(13773)]"
S2EJY7,bag_color,"['blue', 'red']"
EAV77P,index,"[np.int64(6149), np.int64(14892)]"
EAV77P,bag_color,"['blue', 'black']"
X5JD48,index,"[np.int64(6150), np.int64(7701)]"
X5JD48,bag_color,"['black', 'red']"
DIDTN9,index,"[np.int64(6161), np.int64(14967)]"
DIDTN9,bag_color,"['yellow', 'white']"
4TSXSR,index,"[np.int64(6176), np.int64(10427)]"
4TSXSR,bag_color,"['white', 'blue']"
RTPIDN,index,"[np.int64(6199), np.int64(6714)]"
RTPIDN,bag_color,"['red', 'white']"
JD22MB,index,"[np.int64(6202), np.int64(8840)]"
JD22MB,bag_color,"['red', 'green']"
262L6N,index,"[np.int64(6203), np.int64(11833)]"
262L6N,bag_color,"['white', 'yellow']"
4BT8QH,index,"[np.int64(6221), np.int64(13562)]"
4BT8QH,bag_color,"['red', 'blue']"
HEKGIP,index,"[np.int64(6231), np.int64(11773)]"
HEKGIP,bag_color,"['white', 'blue']"
9TEHTR,index,"[np.int64(6239), np.int64(9445)]"
ZQE41N,index,"[np.int64(6265), np.int64(6834)]"
ZQE41N,bag_color,"['black', 'red']"
U5EXKA,index,"[np.int64(6271), np.int64(9853)]"
U5EXKA,bag_color,"['red', 'white']"
Q6B2ZH,index,"[np.int64(6286), np.int64(11437)]"
Q6B2ZH,bag_color,"['black', 'white']"
B4GH5C,index,"[np.int64(6321), np.int64(14510)]"
B4GH5C,bag_color,"['blue', 'green']"
MKOLOB,index,"[np.int64(6329), np.int64(10324)]"
MKOLOB,bag_color,"['yellow', 'white']"
WGMLR6,index,"[np.int64(6357), np.int64(7625)]"
WGMLR6,bag_color,"['yellow', 'black']"
713TT1,index,"[np.int64(6365), np.int64(11293)]"
1JF5MF,index,"[np.int64(6379), np.int64(14394)]"
1JF5MF,bag_color,"['blue', 'yellow']"
H9KJUR,index,"[np.int64(6381), np.int64(11561)]"
H9KJUR,bag_color,"['red', 'black']"
4OLRVG,index,"[np.int64(6386), np.int64(12734)]"
4OLRVG,bag_color,"['black', 'green']"
7QCBXP,index,"[np.int64(6396), np.int64(11525)]"
7QCBXP,bag_color,"['white', 'yellow']"
QHKTV4,index,"[np.int64(6414), np.int64(8755)]"
QHKTV4,bag_color,"['blue', 'black']"
ASDVRA,index,"[np.int64(6418), np.int64(14983)]"
ASDVRA,bag_color,"['yellow', 'blue']"
CEBNY2,index,"[np.int64(6439), np.int64(8221)]"
XX2CMZ,index,"[np.int64(6470), np.int64(9366)]"
XX2CMZ,bag_color,"['white', 'blue']"
XVALGO,index,"[np.int64(6474), np.int64(12676)]"
XVALGO,bag_color,"['blue', 'green']"
LM0LFL,index,"[np.int64(6479), np.int64(13478)]"
LM0LFL,bag_color,"['blue', 'black']"
TAJ9ZY,index,"[np.int64(6505), np.int64(9103)]"
TAJ9ZY,bag_color,"['white', 'black']"
3788PY,index,"[np.int64(6520), np.int64(12663)]"
3788PY,bag_color,"['black', 'green']"
TYAQ4U,index,"[np.int64(6527), np.int64(12842)]"
TYAQ4U,bag_color,"['blue', 'white']"
