index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_duration,sleep_lessthan6hrs,class_size,female_ratio,class_size_group,class_size_tertile
3126,0,No,None,Auditory,XRKAKE,Female,Yes,73.0,4.0,19.0,16.0,16.0,95.0,21:00,5:00,public transport,black,8.0,False,23.0,0.8260869565217391,Medium (20-24),Middle (22-25)
3127,0,Yes,None,Auditory,BHCX8A,Male,Yes,72.0,14.0,1.0,15.0,18.0,97.0,23:00,7:00,walk,red,8.0,False,15.0,0.06666666666666667,Small (14-19),Lower (14-21)
3128,2,No,Arts,Auditory,QNO21O,Female,Yes,58.0,6.0,16.0,15.0,9.0,,22:30,6:30,private transport,blue,8.0,False,22.0,0.7272727272727273,Medium (20-24),Middle (22-25)
3129,1,No,Sports,Visual,Y5UCO8,Male,No,49.0,10.0,20.0,16.0,5.0,96.0,23:00,7:00,walk,red,8.0,False,30.0,0.6666666666666666,Large (25-31),Higher (26-31)
3130,1,No,Sports,Visual,SR15HQ,Male,Yes,59.0,18.0,10.0,16.0,19.0,90.0,22:30,6:30,private transport,green,8.0,False,28.0,0.35714285714285715,Large (25-31),Higher (26-31)
3131,1,No,Clubs,Auditory,LOQGPN,Female,Yes,73.0,7.0,15.0,15.0,16.0,98.0,22:00,6:00,private transport,yellow,8.0,False,22.0,0.6818181818181818,Medium (20-24),Middle (22-25)
3132,1,No,Clubs,Visual,39K2XJ,Male,No,53.0,24.0,2.0,15.0,16.0,,21:30,5:30,public transport,white,8.0,False,26.0,0.07692307692307693,Large (25-31),Higher (26-31)
3133,0,Yes,Clubs,Visual,8GN16U,Female,No,69.0,6.0,10.0,16.0,6.0,99.0,22:30,6:30,private transport,white,8.0,False,16.0,0.625,Small (14-19),Lower (14-21)
3134,1,Yes,Clubs,Auditory,NQI2B3,Male,No,47.0,17.0,8.0,15.0,10.0,66.0,0:30,5:30,public transport,blue,5.0,True,25.0,0.32,Large (25-31),Middle (22-25)
3135,1,No,Arts,Auditory,IAO99N,Male,Yes,65.0,27.0,1.0,15.0,7.0,99.0,22:30,6:30,private transport,green,8.0,False,28.0,0.03571428571428571,Large (25-31),Higher (26-31)
3137,1,Yes,None,Visual,HHL8S5,Female,No,57.0,25.0,2.0,,12.0,96.0,23:00,7:00,walk,yellow,8.0,False,27.0,0.07407407407407407,Large (25-31),Higher (26-31)
3138,1,No,None,Visual,D9HJJA,Female,Yes,,13.0,15.0,15.0,11.0,90.0,22:00,6:00,private transport,blue,8.0,False,28.0,0.5357142857142857,Large (25-31),Higher (26-31)
3139,0,No,None,Visual,LBXSKR,Male,No,79.0,28.0,0.0,15.0,7.0,95.0,23:00,7:00,walk,black,8.0,False,28.0,0.0,Large (25-31),Higher (26-31)
3140,0,No,Arts,Auditory,WGEA7H,Female,No,63.0,13.0,14.0,15.0,6.0,95.0,23:00,7:00,walk,yellow,8.0,False,27.0,0.5185185185185185,Large (25-31),Higher (26-31)
3141,1,No,Sports,Auditory,B42P34,Female,Yes,54.0,20.0,4.0,16.0,10.0,99.0,22:00,6:00,private transport,white,8.0,False,24.0,0.16666666666666666,Medium (20-24),Middle (22-25)
3142,1,Yes,Clubs,Visual,PL5PTC,Male,No,100.0,11.0,6.0,15.0,9.0,90.0,22:00,6:00,private transport,white,8.0,False,17.0,0.35294117647058826,Small (14-19),Lower (14-21)
3143,2,No,Clubs,Auditory,NL5V9W,Female,Yes,78.0,21.0,0.0,15.0,7.0,91.0,22:00,6:00,private transport,blue,8.0,False,21.0,0.0,Medium (20-24),Lower (14-21)
3144,0,No,Clubs,Auditory,1XTFM0,Female,No,68.0,24.0,3.0,15.0,18.0,91.0,22:00,6:00,private transport,red,8.0,False,27.0,0.1111111111111111,Large (25-31),Higher (26-31)
3145,0,No,None,Auditory,F0LBN1,Female,Yes,79.0,11.0,10.0,15.0,9.0,98.0,22:00,6:00,private transport,blue,8.0,False,21.0,0.47619047619047616,Medium (20-24),Lower (14-21)
3146,1,Yes,Arts,Auditory,6ONXZ5,Male,Yes,80.0,15.0,7.0,16.0,6.0,96.0,21:00,5:00,public transport,yellow,8.0,False,22.0,0.3181818181818182,Medium (20-24),Middle (22-25)
3147,2,No,Arts,Auditory,AKXIRG,Female,No,68.0,17.0,2.0,16.0,17.0,98.0,23:00,7:00,walk,yellow,8.0,False,19.0,0.10526315789473684,Small (14-19),Lower (14-21)
3148,1,Yes,Sports,Visual,V7GD93,Male,Yes,80.0,13.0,4.0,15.0,9.0,94.0,21:00,5:00,public transport,red,8.0,False,17.0,0.23529411764705882,Small (14-19),Lower (14-21)
3149,2,No,Clubs,Auditory,0BEG39,Female,Yes,70.0,7.0,14.0,15.0,7.0,95.0,21:00,5:00,public transport,black,8.0,False,21.0,0.6666666666666666,Medium (20-24),Lower (14-21)
3150,1,No,Arts,Visual,O6LNAK,Male,Yes,67.0,22.0,2.0,15.0,7.0,91.0,22:30,6:30,private transport,green,8.0,False,24.0,0.08333333333333333,Medium (20-24),Middle (22-25)
3151,0,No,Arts,Visual,9DYF6I,Male,No,73.0,28.0,0.0,15.0,10.0,,22:30,6:30,private transport,green,8.0,False,28.0,0.0,Large (25-31),Higher (26-31)
3152,2,Yes,Sports,Auditory,T06V93,Female,Yes,65.0,1.0,15.0,16.0,17.0,91.0,23:00,7:00,walk,yellow,8.0,False,16.0,0.9375,Small (14-19),Lower (14-21)
3153,2,Yes,Arts,Auditory,WHJQ7E,Female,No,39.0,23.0,1.0,15.0,5.0,56.0,3:00,7:00,walk,white,4.0,True,24.0,0.041666666666666664,Medium (20-24),Middle (22-25)
3154,1,Yes,None,Auditory,ISS8IV,Male,Yes,81.0,10.0,9.0,16.0,8.0,92.0,22:30,6:30,private transport,red,8.0,False,19.0,0.47368421052631576,Small (14-19),Lower (14-21)
3156,1,No,None,Visual,E06QGZ,Male,Yes,73.0,22.0,2.0,15.0,18.0,97.0,23:00,7:00,walk,yellow,8.0,False,24.0,0.08333333333333333,Medium (20-24),Middle (22-25)
3157,1,Yes,None,Auditory,31N8KN,Male,Yes,85.0,19.0,3.0,16.0,7.0,94.0,23:00,7:00,walk,red,8.0,False,22.0,0.13636363636363635,Medium (20-24),Middle (22-25)
3158,1,Yes,Sports,Auditory,J8E7EP,Female,No,80.0,6.0,11.0,15.0,8.0,,21:00,5:00,public transport,green,8.0,False,17.0,0.6470588235294118,Small (14-19),Lower (14-21)
3159,1,Yes,Sports,Auditory,E5MLGU,Male,Yes,66.0,13.0,8.0,15.0,10.0,94.0,0:00,7:00,walk,yellow,7.0,False,21.0,0.38095238095238093,Medium (20-24),Lower (14-21)
3160,1,No,Sports,Visual,T6LRB6,Female,Yes,76.0,4.0,20.0,16.0,6.0,,22:00,6:00,private transport,black,8.0,False,24.0,0.8333333333333334,Medium (20-24),Middle (22-25)
3161,0,Yes,None,Visual,3EE69G,Female,No,81.0,7.0,10.0,15.0,6.0,91.0,22:30,6:30,private transport,blue,8.0,False,17.0,0.5882352941176471,Small (14-19),Lower (14-21)
3162,2,No,None,Visual,WVJWSO,Female,Yes,73.0,1.0,18.0,15.0,5.0,,22:00,6:00,private transport,yellow,8.0,False,19.0,0.9473684210526315,Small (14-19),Lower (14-21)
3163,1,Yes,None,Visual,AVUH3N,Female,No,96.0,15.0,6.0,,7.0,93.0,22:30,6:30,private transport,white,8.0,False,21.0,0.2857142857142857,Medium (20-24),Lower (14-21)
3164,0,No,Arts,Auditory,B0LT1B,Male,No,60.0,16.0,4.0,15.0,11.0,94.0,22:30,6:30,private transport,blue,8.0,False,20.0,0.2,Medium (20-24),Lower (14-21)
3165,0,No,Sports,Auditory,T2DGYK,Female,No,70.0,14.0,13.0,16.0,6.0,,21:30,5:30,public transport,white,8.0,False,27.0,0.48148148148148145,Large (25-31),Higher (26-31)
3166,1,Yes,Arts,Auditory,39NF1Y,Female,Yes,72.0,8.0,12.0,15.0,18.0,97.0,23:00,7:00,walk,white,8.0,False,20.0,0.6,Medium (20-24),Lower (14-21)
3167,2,No,Clubs,Auditory,LSRCB2,Female,Yes,66.0,2.0,17.0,16.0,10.0,93.0,21:30,5:30,public transport,black,8.0,False,19.0,0.8947368421052632,Small (14-19),Lower (14-21)
3168,1,Yes,Sports,Auditory,GQQFT1,Female,Yes,84.0,5.0,17.0,16.0,7.0,97.0,21:30,5:30,public transport,red,8.0,False,22.0,0.7727272727272727,Medium (20-24),Middle (22-25)
3169,2,No,Arts,Auditory,AW3YRI,Male,No,46.0,11.0,12.0,16.0,12.0,100.0,23:00,7:00,walk,yellow,8.0,False,23.0,0.5217391304347826,Medium (20-24),Middle (22-25)
3170,1,Yes,Clubs,Visual,EI2XB2,Male,No,76.0,15.0,7.0,15.0,2.0,96.0,22:30,6:30,private transport,red,8.0,False,22.0,0.3181818181818182,Medium (20-24),Middle (22-25)
3171,0,Yes,None,Visual,QKJ9EW,Male,Yes,89.0,17.0,0.0,15.0,8.0,95.0,21:30,5:30,public transport,white,8.0,False,17.0,0.0,Small (14-19),Lower (14-21)
3172,2,No,Clubs,Auditory,HSUJXH,Female,No,45.0,15.0,8.0,15.0,14.0,93.0,22:30,6:30,private transport,green,8.0,False,23.0,0.34782608695652173,Medium (20-24),Middle (22-25)
3173,0,No,Clubs,Auditory,IQFLAX,Male,Yes,67.0,18.0,3.0,15.0,6.0,92.0,22:30,6:30,private transport,blue,8.0,False,21.0,0.14285714285714285,Medium (20-24),Lower (14-21)
3174,0,No,None,Visual,YUKWFV,Female,Yes,92.0,6.0,17.0,15.0,6.0,96.0,21:00,5:00,public transport,black,8.0,False,23.0,0.7391304347826086,Medium (20-24),Middle (22-25)
3175,2,No,None,Auditory,R6KSOX,Female,Yes,56.0,10.0,10.0,15.0,10.0,96.0,22:30,6:30,private transport,yellow,8.0,False,20.0,0.5,Medium (20-24),Lower (14-21)
3176,2,No,Clubs,Auditory,VLIQSV,Male,No,43.0,21.0,1.0,15.0,6.0,97.0,22:00,6:00,private transport,black,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
3177,1,No,Clubs,Auditory,F3OEF0,Female,No,43.0,11.0,17.0,16.0,3.0,93.0,21:30,5:30,public transport,yellow,8.0,False,28.0,0.6071428571428571,Large (25-31),Higher (26-31)
3178,1,No,Arts,Visual,QQ2WAH,Male,Yes,59.0,19.0,9.0,16.0,9.0,93.0,23:00,7:00,walk,yellow,8.0,False,28.0,0.32142857142857145,Large (25-31),Higher (26-31)
3179,0,No,Sports,Auditory,DTC05Z,Male,No,65.0,18.0,3.0,16.0,8.0,95.0,21:30,5:30,public transport,blue,8.0,False,21.0,0.14285714285714285,Medium (20-24),Lower (14-21)
3180,1,Yes,Arts,Visual,4GTUJ4,Female,No,96.0,18.0,3.0,15.0,8.0,98.0,22:00,6:00,private transport,blue,8.0,False,21.0,0.14285714285714285,Medium (20-24),Lower (14-21)
3181,2,No,Arts,Visual,QP8ZJK,Male,Yes,80.0,19.0,0.0,15.0,9.0,93.0,22:00,6:00,private transport,green,8.0,False,19.0,0.0,Small (14-19),Lower (14-21)
3182,0,No,None,Visual,6JROXU,Male,Yes,95.0,15.0,3.0,16.0,7.0,94.0,21:30,5:30,public transport,red,8.0,False,18.0,0.16666666666666666,Small (14-19),Lower (14-21)
3183,0,No,Clubs,Auditory,AN3QTK,Female,No,67.0,23.0,4.0,16.0,16.0,91.0,22:00,6:00,private transport,yellow,8.0,False,27.0,0.14814814814814814,Large (25-31),Higher (26-31)
3184,0,No,Sports,Visual,42KDEM,Female,Yes,93.0,10.0,9.0,15.0,7.0,96.0,21:30,5:30,public transport,blue,8.0,False,19.0,0.47368421052631576,Small (14-19),Lower (14-21)
3185,1,Yes,Arts,Auditory,CLHJX0,Female,Yes,82.0,13.0,8.0,15.0,6.0,94.0,22:30,6:30,private transport,green,8.0,False,21.0,0.38095238095238093,Medium (20-24),Lower (14-21)
3186,1,No,None,Auditory,WZYAU9,Female,No,,21.0,3.0,16.0,11.0,,22:30,6:30,private transport,white,8.0,False,24.0,0.125,Medium (20-24),Middle (22-25)
3187,0,No,None,Auditory,ZUGVXE,Female,No,67.0,24.0,3.0,16.0,9.0,91.0,21:30,5:30,public transport,blue,8.0,False,27.0,0.1111111111111111,Large (25-31),Higher (26-31)
3188,1,No,Clubs,Auditory,20ZZ8A,Female,Yes,43.0,8.0,20.0,15.0,1.0,92.0,23:00,7:00,walk,red,8.0,False,28.0,0.7142857142857143,Large (25-31),Higher (26-31)
3189,0,No,None,Visual,7EG29T,Female,Yes,97.0,21.0,4.0,16.0,8.0,91.0,22:30,6:30,private transport,red,8.0,False,25.0,0.16,Large (25-31),Middle (22-25)
3190,1,No,Clubs,Auditory,XEDTTW,Male,Yes,64.0,15.0,13.0,16.0,18.0,91.0,21:00,5:00,public transport,yellow,8.0,False,28.0,0.4642857142857143,Large (25-31),Higher (26-31)
3191,2,No,Clubs,Auditory,HKF0WU,Female,Yes,67.0,4.0,19.0,15.0,8.0,96.0,21:30,5:30,public transport,white,8.0,False,23.0,0.8260869565217391,Medium (20-24),Middle (22-25)
3192,2,Yes,None,Visual,XETB7U,Female,No,84.0,0.0,18.0,15.0,8.0,100.0,21:30,5:30,public transport,yellow,8.0,False,18.0,1.0,Small (14-19),Lower (14-21)
3193,1,Yes,Arts,Auditory,D9UWS2,Male,No,48.0,19.0,11.0,16.0,12.0,98.0,23:00,7:00,walk,blue,8.0,False,30.0,0.36666666666666664,Large (25-31),Higher (26-31)
3194,1,Yes,Clubs,Auditory,BQ6UVE,Female,No,,8.0,17.0,15.0,19.0,93.0,21:00,5:00,public transport,white,8.0,False,25.0,0.68,Large (25-31),Middle (22-25)
3195,2,No,Arts,Visual,NCGXNS,Male,No,75.0,17.0,6.0,15.0,8.0,98.0,21:30,5:30,public transport,blue,8.0,False,23.0,0.2608695652173913,Medium (20-24),Middle (22-25)
3196,2,No,Sports,Auditory,8LBQ1R,Female,No,41.0,11.0,11.0,16.0,8.0,91.0,22:00,6:00,private transport,red,8.0,False,22.0,0.5,Medium (20-24),Middle (22-25)
3197,0,No,None,Visual,HOSLTR,Female,No,74.0,10.0,17.0,15.0,7.0,91.0,23:30,6:30,private transport,blue,7.0,False,27.0,0.6296296296296297,Large (25-31),Higher (26-31)
3198,2,No,Arts,Auditory,L0B6X6,Female,Yes,,21.0,1.0,16.0,17.0,99.0,22:30,6:30,private transport,blue,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
3199,1,Yes,None,Visual,FLZ16F,Female,Yes,83.0,13.0,4.0,,6.0,99.0,22:00,6:00,private transport,white,8.0,False,17.0,0.23529411764705882,Small (14-19),Lower (14-21)
3200,0,No,Sports,Visual,F51NKR,Male,Yes,77.0,24.0,4.0,15.0,7.0,91.0,22:00,6:00,private transport,black,8.0,False,28.0,0.14285714285714285,Large (25-31),Higher (26-31)
3201,0,Yes,None,Visual,QUEWLT,Female,Yes,70.0,14.0,2.0,16.0,5.0,94.0,22:00,6:00,private transport,green,8.0,False,16.0,0.125,Small (14-19),Lower (14-21)
3202,1,Yes,Arts,Visual,A32ZX8,Male,Yes,56.0,26.0,1.0,16.0,13.0,99.0,21:00,5:00,public transport,black,8.0,False,27.0,0.037037037037037035,Large (25-31),Higher (26-31)
3203,1,No,None,Visual,4WG98F,Female,Yes,49.0,11.0,19.0,15.0,1.0,76.0,22:30,5:30,public transport,blue,7.0,False,30.0,0.6333333333333333,Large (25-31),Higher (26-31)
3204,1,Yes,Clubs,Auditory,78QSCH,Male,Yes,79.0,11.0,6.0,16.0,5.0,93.0,21:30,5:30,public transport,red,8.0,False,17.0,0.35294117647058826,Small (14-19),Lower (14-21)
3205,2,No,Clubs,Auditory,AS1KAD,Male,Yes,47.0,15.0,8.0,16.0,0.0,95.0,21:30,5:30,public transport,black,8.0,False,23.0,0.34782608695652173,Medium (20-24),Middle (22-25)
3206,0,No,Sports,Auditory,00Z0V7,Male,No,66.0,14.0,13.0,16.0,16.0,96.0,21:30,5:30,public transport,green,8.0,False,27.0,0.48148148148148145,Large (25-31),Higher (26-31)
3207,1,No,Clubs,Visual,J10J5O,Male,No,46.0,14.0,16.0,15.0,5.0,78.0,22:30,5:30,public transport,red,7.0,False,30.0,0.5333333333333333,Large (25-31),Higher (26-31)
3208,1,No,Arts,Auditory,MFTARB,Female,Yes,56.0,1.0,27.0,16.0,9.0,96.0,22:30,6:30,private transport,white,8.0,False,28.0,0.9642857142857143,Large (25-31),Higher (26-31)
3209,0,No,Sports,Visual,A5QSME,Male,No,66.0,17.0,10.0,15.0,16.0,97.0,22:00,6:00,private transport,red,8.0,False,27.0,0.37037037037037035,Large (25-31),Higher (26-31)
3210,1,No,Clubs,Auditory,OI2NOV,Male,No,50.0,18.0,12.0,15.0,17.0,89.0,21:30,5:30,public transport,red,8.0,False,30.0,0.4,Large (25-31),Higher (26-31)
3211,1,Yes,None,Auditory,3PBHAT,Male,Yes,67.0,13.0,6.0,16.0,8.0,93.0,21:00,5:00,public transport,white,8.0,False,19.0,0.3157894736842105,Small (14-19),Lower (14-21)
3212,1,No,Sports,Auditory,RR0IR6,Female,Yes,,16.0,12.0,15.0,19.0,100.0,23:00,7:00,walk,red,8.0,False,28.0,0.42857142857142855,Large (25-31),Higher (26-31)
3213,2,No,None,Auditory,HRUOYU,Female,No,62.0,16.0,4.0,16.0,6.0,94.0,22:00,6:00,private transport,green,8.0,False,20.0,0.2,Medium (20-24),Lower (14-21)
3214,2,Yes,Sports,Visual,UBZ3HF,Male,Yes,72.0,10.0,4.0,15.0,12.0,96.0,22:30,6:30,private transport,green,8.0,False,14.0,0.2857142857142857,Small (14-19),Lower (14-21)
3215,1,No,Clubs,Visual,B6TRTA,Female,Yes,50.0,26.0,4.0,16.0,8.0,98.0,22:00,6:00,private transport,white,8.0,False,30.0,0.13333333333333333,Large (25-31),Higher (26-31)
3216,2,No,Clubs,Auditory,TPEU1I,Female,No,66.0,15.0,8.0,15.0,16.0,99.0,22:30,6:30,private transport,black,8.0,False,23.0,0.34782608695652173,Medium (20-24),Middle (22-25)
3217,2,No,None,Auditory,AEEHNM,Male,No,62.0,13.0,10.0,16.0,12.0,98.0,22:30,6:30,private transport,black,8.0,False,23.0,0.43478260869565216,Medium (20-24),Middle (22-25)
3218,0,Yes,Clubs,Visual,EPLW35,Female,Yes,84.0,9.0,11.0,16.0,7.0,90.0,21:30,5:30,public transport,yellow,8.0,False,20.0,0.55,Medium (20-24),Lower (14-21)
3219,0,Yes,Sports,Auditory,BQY648,Female,No,73.0,17.0,2.0,15.0,15.0,92.0,21:30,5:30,public transport,white,8.0,False,19.0,0.10526315789473684,Small (14-19),Lower (14-21)
3220,2,No,Clubs,Auditory,CYNA5N,Male,No,42.0,21.0,1.0,16.0,3.0,92.0,22:00,6:00,private transport,blue,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
3221,1,No,Sports,Visual,5WHCKW,Female,Yes,56.0,19.0,7.0,16.0,15.0,97.0,22:00,6:00,private transport,yellow,8.0,False,26.0,0.2692307692307692,Large (25-31),Higher (26-31)
3222,2,No,Arts,Auditory,O8XN2B,Female,Yes,72.0,2.0,19.0,16.0,20.0,92.0,22:30,6:30,private transport,black,8.0,False,21.0,0.9047619047619048,Medium (20-24),Lower (14-21)
3223,0,No,Clubs,Auditory,WPUEID,Male,No,66.0,14.0,13.0,15.0,10.0,98.0,21:00,5:00,public transport,black,8.0,False,27.0,0.48148148148148145,Large (25-31),Higher (26-31)
3224,0,No,None,Auditory,PGCQUJ,Male,Yes,87.0,22.0,0.0,15.0,10.0,97.0,22:00,6:00,private transport,red,8.0,False,22.0,0.0,Medium (20-24),Middle (22-25)
3225,1,Yes,None,Auditory,FLI0EM,Female,No,81.0,3.0,19.0,15.0,8.0,97.0,22:30,6:30,private transport,white,8.0,False,22.0,0.8636363636363636,Medium (20-24),Middle (22-25)
3226,1,No,Sports,Auditory,E4VVBX,Male,No,49.0,12.0,12.0,15.0,3.0,87.0,22:00,6:00,private transport,white,8.0,False,24.0,0.5,Medium (20-24),Middle (22-25)
3227,1,Yes,Clubs,Auditory,DUA7IK,Female,Yes,51.0,3.0,22.0,15.0,14.0,91.0,21:30,5:30,public transport,white,8.0,False,25.0,0.88,Large (25-31),Middle (22-25)
3228,2,No,Clubs,Visual,R66PM0,Male,Yes,60.0,15.0,7.0,15.0,7.0,94.0,21:30,5:30,public transport,black,8.0,False,22.0,0.3181818181818182,Medium (20-24),Middle (22-25)
3229,0,No,Clubs,Visual,CL3UWS,Male,No,88.0,13.0,5.0,16.0,6.0,,22:00,6:00,private transport,yellow,8.0,False,18.0,0.2777777777777778,Small (14-19),Lower (14-21)
3230,0,No,Sports,Visual,O2UTLJ,Female,No,92.0,21.0,2.0,16.0,6.0,95.0,22:30,6:30,private transport,red,8.0,False,23.0,0.08695652173913043,Medium (20-24),Middle (22-25)
3231,1,No,Arts,Visual,ZXU7KY,Male,Yes,53.0,22.0,8.0,15.0,13.0,93.0,21:00,5:00,public transport,blue,8.0,False,30.0,0.26666666666666666,Large (25-31),Higher (26-31)
3232,0,No,None,Visual,JMEGUR,Female,Yes,74.0,18.0,10.0,15.0,18.0,97.0,22:00,6:00,private transport,blue,8.0,False,28.0,0.35714285714285715,Large (25-31),Higher (26-31)
3233,0,No,Clubs,Auditory,LVHBEU,Female,Yes,57.0,16.0,5.0,15.0,17.0,92.0,22:30,6:30,private transport,white,8.0,False,21.0,0.23809523809523808,Medium (20-24),Lower (14-21)
3234,0,No,Sports,Auditory,4A75G2,Female,Yes,81.0,5.0,18.0,16.0,9.0,97.0,21:30,5:30,public transport,yellow,8.0,False,23.0,0.782608695652174,Medium (20-24),Middle (22-25)
3235,2,No,Clubs,Auditory,Q4ZG0V,Male,Yes,54.0,20.0,2.0,16.0,12.0,97.0,22:00,6:00,private transport,white,8.0,False,22.0,0.09090909090909091,Medium (20-24),Middle (22-25)
3236,0,No,None,Auditory,BHOIQ8,Female,Yes,88.0,8.0,14.0,16.0,10.0,98.0,21:30,5:30,public transport,black,8.0,False,22.0,0.6363636363636364,Medium (20-24),Middle (22-25)
3237,1,No,Arts,Auditory,BSR0EH,Female,Yes,63.0,0.0,27.0,16.0,11.0,100.0,21:00,5:00,public transport,black,8.0,False,27.0,1.0,Large (25-31),Higher (26-31)
3238,0,No,None,Auditory,P6610B,Male,Yes,89.0,18.0,4.0,15.0,5.0,91.0,22:00,6:00,private transport,red,8.0,False,22.0,0.18181818181818182,Medium (20-24),Middle (22-25)
3239,0,No,Arts,Visual,63Q9WX,Female,Yes,94.0,1.0,20.0,16.0,5.0,95.0,21:00,5:00,public transport,white,8.0,False,21.0,0.9523809523809523,Medium (20-24),Lower (14-21)
3241,1,Yes,Clubs,Visual,RA94FU,Female,Yes,69.0,6.0,13.0,15.0,19.0,95.0,21:30,5:30,public transport,yellow,8.0,False,19.0,0.6842105263157895,Small (14-19),Lower (14-21)
3242,1,No,Arts,Auditory,V6VAFL,Male,No,48.0,12.0,13.0,16.0,11.0,84.0,23:30,6:30,private transport,red,7.0,False,25.0,0.52,Large (25-31),Middle (22-25)
3243,0,No,Arts,Auditory,SZMPOB,Female,Yes,64.0,11.0,16.0,16.0,16.0,96.0,23:00,7:00,walk,yellow,8.0,False,27.0,0.5925925925925926,Large (25-31),Higher (26-31)
3244,1,No,Sports,Visual,6OCMLQ,Female,No,54.0,25.0,1.0,16.0,7.0,96.0,22:00,6:00,private transport,white,8.0,False,26.0,0.038461538461538464,Large (25-31),Higher (26-31)
3245,1,No,Sports,Auditory,99LF9O,Male,Yes,59.0,24.0,3.0,16.0,17.0,100.0,23:00,7:00,walk,green,8.0,False,27.0,0.1111111111111111,Large (25-31),Higher (26-31)
3246,1,No,Clubs,Auditory,P0QO1Z,Male,Yes,67.0,10.0,18.0,15.0,11.0,96.0,21:00,5:00,public transport,black,8.0,False,28.0,0.6428571428571429,Large (25-31),Higher (26-31)
3247,2,No,Clubs,Auditory,M7A6PI,Female,No,53.0,3.0,16.0,15.0,16.0,91.0,23:00,7:00,walk,blue,8.0,False,19.0,0.8421052631578947,Small (14-19),Lower (14-21)
3248,1,No,Sports,Auditory,IK1G0C,Female,No,47.0,1.0,24.0,16.0,10.0,56.0,1:30,6:30,private transport,blue,5.0,True,25.0,0.96,Large (25-31),Middle (22-25)
3249,2,No,None,Visual,2NLIEU,Male,Yes,83.0,13.0,4.0,16.0,6.0,98.0,23:00,7:00,walk,yellow,8.0,False,17.0,0.23529411764705882,Small (14-19),Lower (14-21)
3250,1,No,Arts,Visual,SQTWVF,Male,Yes,63.0,14.0,8.0,16.0,13.0,99.0,22:00,6:00,private transport,blue,8.0,False,22.0,0.36363636363636365,Medium (20-24),Middle (22-25)
3251,1,No,None,Auditory,VENXBU,Female,No,47.0,29.0,0.0,16.0,5.0,81.0,23:00,7:00,walk,white,8.0,False,29.0,0.0,Large (25-31),Higher (26-31)
3252,1,No,None,Auditory,CJ33J2,Female,Yes,60.0,7.0,17.0,16.0,8.0,92.0,21:00,5:00,public transport,white,8.0,False,24.0,0.7083333333333334,Medium (20-24),Middle (22-25)
3253,1,No,Arts,Auditory,Y84HDK,Female,No,63.0,5.0,22.0,15.0,13.0,99.0,22:30,6:30,private transport,yellow,8.0,False,27.0,0.8148148148148148,Large (25-31),Higher (26-31)
3254,2,No,Clubs,Visual,3L441T,Male,Yes,77.0,10.0,7.0,16.0,9.0,94.0,23:00,7:00,walk,green,8.0,False,17.0,0.4117647058823529,Small (14-19),Lower (14-21)
3255,1,Yes,Clubs,Auditory,2TUCR8,Male,No,41.0,18.0,10.0,15.0,14.0,67.0,1:30,6:30,private transport,red,5.0,True,28.0,0.35714285714285715,Large (25-31),Higher (26-31)
3256,0,Yes,Sports,Visual,AIKU8P,Male,No,74.0,18.0,0.0,16.0,18.0,92.0,22:30,6:30,private transport,blue,8.0,False,18.0,0.0,Small (14-19),Lower (14-21)
3257,0,No,Arts,Auditory,XXH195,Male,Yes,70.0,16.0,6.0,15.0,8.0,94.0,23:00,7:00,walk,white,8.0,False,22.0,0.2727272727272727,Medium (20-24),Middle (22-25)
3258,2,No,Sports,Visual,ZV316S,Male,No,70.0,21.0,2.0,16.0,19.0,95.0,23:00,7:00,walk,blue,8.0,False,23.0,0.08695652173913043,Medium (20-24),Middle (22-25)
3259,0,Yes,Sports,Auditory,J8U2W4,Male,Yes,79.0,20.0,0.0,16.0,5.0,96.0,22:30,6:30,private transport,yellow,8.0,False,20.0,0.0,Medium (20-24),Lower (14-21)
3260,2,Yes,Sports,Auditory,C71CMG,Male,No,43.0,10.0,14.0,16.0,11.0,93.0,22:30,6:30,private transport,green,8.0,False,24.0,0.5833333333333334,Medium (20-24),Middle (22-25)
3261,1,No,Clubs,Auditory,Q8MVUJ,Female,Yes,57.0,3.0,24.0,16.0,17.0,96.0,21:30,5:30,public transport,blue,8.0,False,27.0,0.8888888888888888,Large (25-31),Higher (26-31)
3262,0,No,Arts,Auditory,J78T6E,Male,Yes,79.0,13.0,8.0,16.0,7.0,98.0,23:00,7:00,walk,white,8.0,False,21.0,0.38095238095238093,Medium (20-24),Lower (14-21)
3263,1,No,Clubs,Visual,T9B8QY,Male,Yes,54.0,29.0,1.0,15.0,9.0,99.0,21:30,5:30,public transport,green,8.0,False,30.0,0.03333333333333333,Large (25-31),Higher (26-31)
3264,0,Yes,None,Visual,EZZG43,Female,No,85.0,11.0,5.0,15.0,5.0,97.0,21:30,5:30,public transport,white,8.0,False,16.0,0.3125,Small (14-19),Lower (14-21)
